,id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,slug,tvl,chainTvls,change_1h,change_1d,change_7d,tokenBreakdowns,referralUrl,treasury,audit_links,openSource,governanceID,language,staking,parentProtocol,pool2,oraclesByChain
1341,2584,Velocimeter V1,canto:0x2Baec546a92cA3469f71b7A091f7dF61e5569889,FLOW,https://canto.velocimeter.xyz/,"Velocimeter's twin-AMM design unites StableSwap pools with Standard 'kxy' liquidity pools. All the trading fees go to Vote-Escrowers of emission token $FLOW which has to be Locked to earn triple 'Bribes' from candidate pools via Trade Fee, Internal Bribes & External Bribes",Canto,https://icons.llama.fi/velocimeter.png,0,,,,Dexes,['Canto'],Velocimeter/index.js,VelocimeterDEX,['Solidly'],[],1677302601.0,velocimeter-v1,0.17,"{'Canto-staking': 0.0, 'staking': 0.0, 'Canto': 0.17}",0.05724598390037272,-0.10176857574806775,0.03289603620450521,{},,,[],,,,0.0,parent#velocimeter,,
1342,2328,SynFutures,,-,https://www.synfutures.com/,"SynFutures is a next-generation derivatives exchange focused on creating an open and trustless derivatives market by enabling futures trading on anything, anytime, anywhere. By cultivating a free market and maximizing the variety of tradable assets, SynFutures is lowering the barrier to entry in the derivatives market, creating a more equitable derivatives market.",Multi-Chain,https://icons.llama.fi/synfutures.svg,1,,synfutures,1504,Derivatives,"['Polygon', 'Binance', 'Arbitrum', 'Ethereum']",synfutures-v1/index.js,SynFuturesDefi,[],"['Chainlink', 'TWAP']",1669979746.0,synfutures,0.17,"{'Binance': 0.05, 'Ethereum': 0.01, 'Polygon': 0.07, 'Arbitrum': 0.03}",0.02585283413058903,-0.1446369236509213,-0.025538836766841655,{},,,['https://www.synfutures.com/peckshield-audit-report-synfutures-v1.1.pdf'],,,,,,,
1343,1064,Ideamarket,arbitrum:0xB41bd4C99dA73510d9e081C5FADBE7A27Ac1F814,IMO,https://ideamarket.io,"Ideamarket replaces the ""arbiter of credibility"" function (typically played by media corporations) with a public market.",Arbitrum,https://icons.llama.fi/ideamarket.jpg,2,,ideamarket,18666,Derivatives,['Arbitrum'],ideamarket/index.js,ideamarket_io,,,1640082000.0,ideamarket,0.16,{'Arbitrum': 0.16},-0.00840805491660035,-0.20399600399598228,-0.10419999999999163,{},,,['https://docs.ideamarket.io/contracts/audit'],,,,,,,
1344,1980,Yodeswap,dogechain:0x6FC4563460d5f45932C473334d5c1C5B4aEA0E01,YODE,https://yodeswap.dog,"YodeSwap is one of the first automated market-making (AMM), decentralized exchanges (DEX) for the Dogechain Network.",Dogechain,https://icons.llama.fi/yodeswap.jpg,0,,yodeswap,21477,Dexes,['Dogechain'],yodeswap/index.js,Yodeswap,['Uniswap V2'],[],1660728749.0,yodeswap,0.16,"{'Dogechain': 0.16, 'Dogechain-staking': 0.0, 'staking': 0.0}",-0.10883149395282032,-2.6778525381986498,,{},,,,,,,461.2514983608128,,,
1345,1551,Kujira Orca,,KUJI,https://orca.kujira.app/,Public marketplace for liquidated collateral.,Kujira,https://icons.llama.fi/kujira-orca.png,2,,,,Services,['Kujira'],orca-kujira/index.js,TeamKujira,[],[],1647396317.0,kujira-orca,0.16,{'Kujira': 0.16},-0.03153855469945199,-3.6274561699258925,-15.771215038225932,{},,,['https://github.com/SCV-Security/PublicReports/blob/main/CW/Kujira/OrcaQueue/Kujira%20-%20Orca%20Queue%20-%20Audit%20Report%201.0.pdf'],False,,,,parent#kujira-protocol,,
1346,179,Varen,0x72377f31e30a405282b522d588aebbea202b4f23,VRN,https://varen.finance,Varen is an Ethereum based multi-chain DeFi hub.,Ethereum,https://icons.llama.fi/varen.jpg,2,,varen,11676,Dexes,['Ethereum'],varen/index.js,varenfinance,['Uniswap V2'],,,varen,0.16,"{'Ethereum': 0.16, 'pool2': 0.03, 'Ethereum-staking': 0.01, 'staking': 0.01, 'Ethereum-pool2': 0.03}",-0.4661771998862321,-2.3422924740413578,1.8117399473829323,{},,,['https://certificate.quantstamp.com/full/linkswap'],,['snapshot:varen.eth'],,6886.744620841336,,32058.745444832894,
1347,2263,Snowflake Exchange,polygon:0xE0f463832295ADf63eB6CA053413a3f9cd8bf685,SNOW,https://www.snowflake.exchange,"The Snowflake Exchange protocol is a next-gen single-side AMM (decentralized exchange) designed for exchanging stable cryptocurrencies (USDT, USDC, DAI, MAI) on the Polygon blockchain.",Multi-Chain,https://icons.llama.fi/snowflake-exchange.png,2,,,,Dexes,"['Polygon', 'Binance']",snowflake/index.js,Snowflake_Defi,['Platypus Finance'],['Chainlink'],1668085784.0,snowflake-exchange,0.16,"{'Binance': 0.03, 'Binance-staking': 0.0, 'Polygon': 0.13, 'Polygon-staking': 0.0, 'staking': 0.0}",0.03580805771743201,-0.04103870010926869,1.3812958116892275,{},,,"['https://github.com/sokenteam/smart_contract_audits/blob/main/Snowflake(SNOW)%20Standard%20Smart%20Contract%20Audit.pdf', 'https://github.com/Coinsult/solidity/blob/main/Coinsult_Snowflake_0xE0...f685_Audit.pdf']",,,,0.0,,,
1348,462,Augury Finance,polygon:0x76e63a3e7ba1e2e61d3da86a87479f983de89a7e,OMEN,https://augury.finance,"Augury Finance is a financial ecosystem on the Polygon blockchain, which focuses on trust, community ownership, and sustainable returns.",Polygon,https://icons.llama.fi/augury-finance.jpg,1,,augury-finance,,Yield,['Polygon'],auguryfinance/index.js,AuguryFinance,,,,augury-finance,0.16,{'Polygon': 0.16},-0.025589930062224653,-2.3706247479086073,1.020051942802283,{},,augury.js,,,,,,,,
1349,2406,Tegro Finance,,-,https://tegro.finance,TegroFinance - A next evolution DeFi exchange on The Open Network (TON).,TON,https://icons.llama.fi/tegro-finance.jpg,0,,,,Dexes,['TON'],anyhedge/index.js,TegroDEX,[],[],1672845040.0,tegro-finance,0.16,{'TON': 0.16},0.3190964351711614,-1.5540605009290687,-4.097731834202392,{},,,,,,,,,,
1350,1983,Cometa,algorand:712012773,META,https://cometa.farm,"Liquidity hub on Algorand: Yield Farming, Liquidity-as-a-Service, DEX aggregator.",Algorand,https://icons.llama.fi/cometa.png,0,,,,Yield,['Algorand'],cometa/index.js,CometaHub,[],[],1660747620.0,cometa,0.16,{'Algorand': 0.16},0.07375435696106081,2.7983054719347535,-8.561928176493566,{},,,,,,,,,,
1351,628,Float,polygon:0x01309A1Ec476871760D9Ea454628500BCcc1E011,FLT,https://float.capital,"Float allows you to get perpetual, leveraged exposure to any crypto asset, without worrying about liquidations or managing debt positions.",Multi-Chain,https://icons.llama.fi/float.png,2,,,,Derivatives,"['Polygon', 'Avalanche']",float-capital/index.js,float_shipping,,['Chainlink'],,float,0.16,"{'Avalanche': 0.02, 'Polygon': 0.14}",-0.008304890022031941,-0.20686348825637424,-0.10726664577597944,{},,,['https://code423n4.com/reports/2021-08-floatcapital'],,,,,,,
1352,2830,Brokkr Finance,avax:0x65031e28Cb0E8CC21Ae411f9dD22c9b1bd260Ce4,BRO,https://app.brokkr.finance,"Brokkr is an investment platform that abstracts DeFi complexity into simple indexes, strategies, and portfolios",Avalanche,https://icons.llama.fi/brokkr-finance.png,2,,brokkr,22209,Indexes,['Avalanche'],brokkr/index.js,BrokkrFinance,[],['Chainlink'],1681514979.0,brokkr-finance,0.16,{'Avalanche': 0.16},0.05434790977038517,-1.1906929545258436,0.6301066804144142,{},,,['https://github.com/BrokkrFinance/public-audits/tree/main/audits'],,,,,,,
1353,2022,MetaStreet,,-,https://metastreet.xyz/,MetaStreet is a liquidity scaling protocol for NFT credit markets. MetaStreet's primary product is a capital vault that enables secondary market liquidity for NFT-backed notes. Participants can deposit capital in order to earn yield from diversified portfolios of NFT-backed notes,Ethereum,https://icons.llama.fi/metastreet.png,2,,,,Lending,['Ethereum'],metastreet/index.js,metastreetxyz,[],[],1661481103.0,metastreet,0.16,"{'Ethereum': 0.16, 'Ethereum-borrowed': 0.66, 'borrowed': 0.66}",-0.10165211436395793,4.1012024650749055,53.43530011132066,{},,,['https://docs.metastreet.xyz/other/audits'],,,,,,,
1354,615,BNBMiner Finance,,-,https://bnbminer.finance,"The object of the game is hiring more miners, sooner and more often than other players. This in turn earns you more BNB faster.",Binance,https://icons.llama.fi/bnbminer-finance.png,0,,,,Services,['Binance'],bnbminer/index.js,Da_Developer,,,,bnbminer-finance,0.16,{'Binance': 0.16},-0.007848008276141627,-3.1826883908336043,-7.070186583441966,{},,,,,,,,,,
1355,2987,Vendor V2,,-,https://vendor.finance,"Vendor Finance V2 features a simplified, transparent fee structure and the addition of 'strategies' for optimal use of idle funds",Arbitrum,https://icons.llama.fi/vendor-finance.png,2,,,,Lending,['Arbitrum'],vendor-finance-v2/index.js,VendorFi,[],['Chainlink'],1684288451.0,vendor-v2,0.16,{'Arbitrum': 0.16},-0.22513819863016238,-4.164540762871738,11.924981580310856,{},,,['https://omniscia.io/reports/vendor-finance-specialized-upgradeability-implementation'],,,,,parent#vendor-finance,,
1356,621,Trava Finance,bsc:0x0391be54e72f7e001f6bbc331777710b4f2999ef,TRAVA,https://trava.finance,"TRAVA is the world's first decentralized lending marketplace. TRAVA performs blockchain data analysis to optimize pool parameters, calculate credit score, and thus increases profit and decreases risks for all users.",Multi-Chain,https://icons.llama.fi/trava-finance.jpg,2,,trava-finance,11209,Lending,"['Binance', 'Fantom']",trava/index.js,trava_finance,,['Chainlink'],,trava-finance,0.16,"{'Binance': 0.13, 'Fantom': 0.02}",-0.09024191184541053,-1.956782048142145,-0.047211960073596515,{},,,"['https://hacken.io/audits/#trava_finance', 'https://www.certik.org/projects/trava']",,,,,,,
1357,735,BecoSwap,kardia:0x2Eddba8b949048861d2272068A94792275A51658,BECO,https://becoswap.com,"Trade, Earn, Win and GameFi on KardiaChain.",Kardia,https://icons.llama.fi/becoswap.png,2,,becoswap-token,13548,Dexes,['Kardia'],becoswap/index.js,beco_swap,['Uniswap V2'],,1635800029.0,becoswap,0.16,"{'Kardia-staking': 0.12, 'Kardia': 0.16, 'staking': 0.12}",-0.015942153670152948,-1.803133336177126,-0.7126944815745446,{},,,['https://github.com/TechRate/Smart-Contract-Audits/blob/main/Becoswap.pdf'],,,,121374.24150188644,,,
1358,2636,Lighter,,-,https://lighter.xyz,"Liquid digital assets traded the way they were meant to be with the fully decentralized order book exchange for spot trading on L2’s, now live on Arbitrum.",Arbitrum,https://icons.llama.fi/lighter.jpg,2,,,,Dexes,['Arbitrum'],lighter/index.js,Lighter_xyz,[],[],1678136619.0,lighter,0.16,{'Arbitrum': 0.16},14.704271556298451,-2.1855136298079145,42.42828815760922,{},,,['https://www.certik.com/projects/lighter'],,,,,,,
1359,623,Composable Finance,,LAYR,https://www.composable.finance,Composable is a hyper liquidity infrastructure layer for DeFi assets powered by Layer 2 Ethereum and Polkadot.,Multi-Chain,https://icons.llama.fi/composable-finance.jpg,0,,,,Cross Chain,"['Ethereum', 'Polygon', 'Arbitrum']",composable/index.js,ComposableFin,,,,composable-finance,0.16,"{'Ethereum': 0.16, 'Polygon': 0.0, 'Arbitrum': 0.0}",-0.015012293767640017,-0.8714769200403509,-9.47469761575394,{},,,,,,,,,,
1360,632,FoxSwap,harmony:0x0159ed2e06ddcd46a25e74eb8e159ce666b28687,FOX,https://www.foxswap.one,Harmony yield farm and yield aggregator with auto-compounding vaults.,Harmony,https://icons.llama.fi/foxswap.jpg,2,,farmers-only,12524,Yield,['Harmony'],farmersonly/index.js,FoxswapFi,,,,foxswap,0.16,"{'Harmony-staking': 0.0, 'Harmony': 0.16, 'staking': 0.0}",-1.5527573046133796,-7.608456281020821,-8.661742400203408,{},,,['https://rugdoc.io/project/farmersonly/'],,,,2513.0994395929274,,,
1361,697,Cook Finance,0xFF75CEd57419bcaEBe5F05254983b013B0646eF5,COOK,https://www.cook.finance,"Cook Finance is a transparent and flexible DeFi Index platform. This two sided platform is suited to a diverse range of users to make it easy to select from a menu of indexes across multiple chains. At the same time on the other side of the platform, index creators can utilize tools to create virtually any imaginable strategy and easily offer it up to the Cook community.",Multi-Chain,https://icons.llama.fi/cook-finance.jpg,2,,cook,8997,Indexes,"['Heco', 'Binance', 'Avalanche', 'Ethereum']",cookfinance/index.js,cook_finance,,,1634930710.0,cook-finance,0.16,"{'pool2': 0.08, 'Heco-staking': 0.0, 'Binance-pool2': 0.0, 'Ethereum-pool2': 0.07, 'Binance': 0.11, 'Ethereum': 0.02, 'Binance-staking': 0.02, 'Avalanche': 0.03, 'Avalanche-staking': 0.0, 'Ethereum-staking': 0.02, 'Heco-pool2': 0.0, 'Avalanche-pool2': 0.01, 'staking': 0.04}",-0.02789552501562298,-1.3977915992239645,-0.25299029971603204,{},,,['https://github.com/CookFinance/cook-token/tree/master/audits'],,,,36456.54902557006,,83536.88538399736,
1362,1367,WOWswap,bsc:0x4DA996C5Fe84755C80e108cf96Fe705174c5e36A,WOW,https://wowswap.io,"WOWswap is a decentralized leveraged trading protocol built on Ethereum, Solana, Arbitrum, Avalanche, Binance Smart Chain, IoTeX, Polygon and HECO Chain.",Multi-Chain,https://icons.llama.fi/wowswap.jpg,2,,wowswap,8605,Dexes,"['Binance', 'Avalanche', 'IoTeX', 'Polygon', 'Ethereum', 'Heco', 'Kava', 'Metis']",wowswap/index.js,Wowswap_io,,,1644226957.0,wowswap,0.15,"{'Metis': 0.0, 'Kava': 0.0, 'Kava-staking': 0.0, 'IoTeX-staking': 0.0, 'Heco-staking': 0.0, 'Binance': 0.07, 'IoTeX': 0.03, 'Ethereum': 0.0, 'Binance-staking': 0.02, 'Heco': 0.0, 'Avalanche': 0.04, 'Avalanche-staking': 0.0, 'Ethereum-staking': 0.0, 'Polygon': 0.01, 'Metis-staking': 0.0, 'Polygon-staking': 0.0, 'staking': 0.02}",-0.11282105610720805,-2.8693897024454458,-0.032933752073319056,{},,,['https://hacken.io/wp-content/uploads/2021/06/WowSwap_03062021SCAudit_Report_2.pdf'],,,,17642.598460844,,,
1363,2666,wefi,polygon:0xfFA188493C15DfAf2C206c97D8633377847b6a52,WEFI,https://wefi.xyz,WEFI is a permissionless DeFi marketplace where users can deposit cryptocurrencies/tokens and earn interest. It also allows users to borrow from the lending pools and invest in crypto assets in a walled guarded manner.,Polygon,https://icons.llama.fi/wefi.jpg,2,,wefi-finance,24771,Lending,['Polygon'],paxo-finance/index.js,wefi_xyz,['Compound'],[],1678721730.0,wefi,0.15,"{'Polygon': 0.15, 'Polygon-borrowed': 0.06, 'borrowed': 0.06}",0.019800404807952532,-0.853494630517929,60.46619773337895,{},,,"['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Paxo-v1.0.pdf', 'https://github.com/Quillhash/QuillAudit_Reports/blob/master/Paxo%20Smart%20Contract%20Audit%20Report%20-%20QuillAudits.pdf']",,,,,,,
1364,2983,Zomma protocol,,-,https://zomma.pro,"First DeFi Options Protocol on zkSync Era with the highest capital efficiency. Zomma protocol aims to be the underlying fuel for all on-chain financial products, focusing to contribute to the DeFi world by building an array of innovative and diversified products, that include staking, yield mining, buy & sell European style options, settlements and minimal collateral to achieve ultimate capital efficiency for all our ecosystem participants.",zkSync Era,https://icons.llama.fi/zomma-protocol.jpg,0,,,,Options,['zkSync Era'],zomma/index.js,ZommaProtocol,[],['Internal'],1684244892.0,zomma-protocol,0.15,{'zkSync Era': 0.15},0.020240065447879374,15.71388180386451,150.20816856223038,{},,,,,,,,,,
1365,742,Furucombo,polygon:0x6ddb31002abc64e1479fc439692f7ea061e78165,COMBO,https://furucombo.app,"Furucombo starts from a tool built for end-users to optimize their DeFi strategy simply by drag and drop, and it's now a DeFi portal to optimize your crypto wealth.",Polygon,https://icons.llama.fi/furucombo.png,2,,furucombo,8259,Yield,['Polygon'],furucombo/index.js,furucombo,,,1635804510.0,furucombo,0.15,{'Polygon': 0.15},0.1643948542133984,-0.7878469015294343,1.0021137541862117,{},,,['https://docs.furucombo.app/audit'],,,,,,,
1366,3009,Avely Swap,,-,https://dapp.avely.fi/swap,Dex protocol on Zilliqa blockchain,Zilliqa,https://icons.llama.fi/avely-swap.jpg,2,,,,Dexes,['Zilliqa'],avely-finance-swap/index.js,AvelyFinance,[],,1684837801.0,avely-swap,0.15,{'Zilliqa': 0.15},-0.5497636042697565,-3.642515071554513,-2.11928403811406,{},,,['https://github.com/lucash-dev/audits/blob/main/audit2023-02-27-updated-1.pdf'],,,,,parent#avely-finance,,
1367,284,Serum Swap,,SRM,https://swap.projectserum.com/,AMM,Solana,https://icons.llama.fi/serum-swap.svg,0,,,1204,Dexes,['Solana'],serum-swap/index.js,ProjectSerum,,,,serum-swap,0.15,{'Solana': 0.15},-0.07492848243471428,-2.4170846183582313,1.3200789578243501,{},,,,False,,,,,,
1368,2687,OpenXswap,optimism:0xc3864f98f2a61A7cAeb95b039D031b4E2f55e0e9,OpenX,https://openxswap.exchange,"The OpenX Project creates modular, blockchain-native tools intended to onboard new users and would-be builders to the open exchange of ideas and value digital currencies make possible.",Optimism,https://icons.llama.fi/openxswap.jpg,0,,openxswap,15354,Dexes,['Optimism'],openxswap/index.js,OpenXSwap,['Uniswap V2'],[],1679172319.0,openxswap,0.15,"{'Optimism': 0.15, 'Optimism-staking': 0.06, 'staking': 0.06}",-0.0004099350460222695,-8.912054630002629,-17.93994960897669,{},,openxswap.js,,,,,59495.04863462985,,,
1369,2360,MahaLend,,-,http://mahalend.com,MahaLend is a lending protocol that allows you to leverage DeFi yields with ARTH.,Multi-Chain,https://icons.llama.fi/mahalend.png,0,,,,Lending,"['Arbitrum', 'Ethereum']",mahalend/index.js,mahalend,['AAVE'],['Chainlink'],1671034965.0,mahalend,0.15,"{'Ethereum': 0.03, 'Arbitrum-borrowed': 0.2, 'Ethereum-borrowed': 0.03, 'Arbitrum': 0.12, 'borrowed': 0.23}",0.02005129321062782,-0.8739224346980023,-1.9344765784130402,{},,,,,,,,parent#mahadao,,
1370,1727,StakeEasy,,-,https://stakeeasy.finance,StakeEasy is a privacy preserving liquid staking solution.,Multi-Chain,https://icons.llama.fi/stakeeasy.png,2,,,,Liquid Staking,"['Secret', 'Juno']",stakeeasy/index.js,StakeEasy,[],[],1651695169.0,stakeeasy,0.15,"{'Secret': 0.11, 'Juno': 0.04}",-0.1313298205635789,-4.813077634669355,-12.51416391553056,{},,,['https://drive.google.com/file/d/1R6fK9fzvH8Td2ow0jrwosD2pqHfANvPP/view?usp=sharing'],,,,,,,
1371,2652,OSWAP Token,obyte:KxyAj3Yk9OFy+cweRFl8yjwYEmeg6scHoRXJsExun98=,OSWAP,https://token.oswap.io,"OSWAP token is designed to reflect the success of Oswap protocol — with greater total value locked (TVL) in all pools of Oswap DEX the token appreciates faster, and with lower TVL it appreciates slower.",Obyte,https://icons.llama.fi/oswap-token.png,0,,,,Yield,['Obyte'],oswap-token/index.js,ObyteOrg,[],[],1678371768.0,oswap-token,0.15,"{'Obyte': 0.15, 'Obyte-staking': 2.13, 'staking': 2.13}",-0.1016996775127268,-4.160280520165628,-0.8623782455143925,{},,,,,,,2126795.7607773645,parent#oswap,,
1372,2331,SwapFish,arbitrum:0xb348B87b23D5977E2948E6f36ca07E1EC94d7328,FISH,https://swapfish.fi/,SwapFish Finance is a Decentralized Exchange protocol native to the Arbitrum blockchain. With SwapFish users can trade crypto assets as well as earn trading fees and FISH tokens,Multi-Chain,https://icons.llama.fi/swapfish.png,1,,,,Dexes,"['Arbitrum', 'Binance']",swapfish/index.js,SwapFishFi,['Uniswap V2'],[],1670097097.0,swapfish,0.15,"{'Binance': 0.01, 'Binance-staking': 0.0, 'Arbitrum-staking': 0.01, 'Arbitrum': 0.14, 'staking': 0.01}",-0.041058917394792616,-1.4254482402289455,0.5935092316091897,{},,,['https://docs.swapfish.fi/security/audit-kyc-and-rugdoc-review'],,,,7736.949730326053,,,
1373,495,HFIone,heco:0x98fc3b60ed4a504f588342a53746405e355f9347,HFI,https://hfi.one/#/en,HFI.one is a decentralized aggregate mining platform based on the Huobi ecological chain HECO.,Heco,https://icons.llama.fi/hfione.jpg,2,,hecofi,8540,Yield,['Heco'],hfione/index.js,fi_heco,,,,hfione,0.15,"{'Heco': 0.15, 'Heco-staking': 0.0, 'staking': 0.0}",0.004373510803318936,-1.627035579306792,1.0442479522453993,{},,,['https://hfi.one/slowmist.pdf'],,,,819.9187448598977,,,
1374,1705,PinkPea Finance,aurora:0x184f2c422dc49d0df6977e6079c73f731b7bf94e,PEA,https://pinkpea.finance/,"PinkPea to enable everyone to safely access, control, self-manage, and grow their wealth through a transparent and secure platform.",Aurora,https://icons.llama.fi/pinkpea-finance.png,0,,pinkpea-finance,,Yield Aggregator,['Aurora'],pinkpea/index.js,PinkPeaFinance,[],['Chainlink'],1651168503.0,pinkpea-finance,0.15,{'Aurora': 0.15},-0.09024058176582628,-2.315620846600922,0.3045870627978786,{},,,,,,,,,,
1375,829,Standard Protocol,shiden:0x722377A047e89CA735f09Eb7CccAb780943c4CB4,STND,https://standard.tech,Self-sovereign money on multichains,Multi-Chain,https://icons.llama.fi/standard-protocol.jpg,0,,standard-protocol,9251,Dexes,"['Shiden', 'Metis', 'Ethereum']",standard-tech/index.js,standarddefi,['Uniswap V2'],"['DIA', 'Internal']",1636671594.0,standard-protocol,0.15,"{'Metis': 0.05, 'Ethereum': 0.04, 'Shiden': 0.06}",-0.02946005221822645,-1.3471022618510062,-1.3096017079062108,{},,,,,,,,,,
1376,274,Olive Cash,avax:0x617724974218A18769020A70162165A539c07E8a,OLIVE,https://avax.olive.cash,OliveCash is a cross chain Yield Farming project running on Binance Smart Chain Avalanche chain.,Multi-Chain,https://icons.llama.fi/olive-cash.png,2,,olivecash,10685,Yield,"['Binance', 'Fantom', 'Avalanche']",olivecash/index.js,OliveCashBsc,,,,olive-cash,0.14,"{'Binance': 0.06, 'Avalanche': 0.04, 'Fantom': 0.05}",0.004088573242626126,-1.7996668818745576,-1.8152629754867036,{},,,['https://olive-cash.gitbook.io/olive-cash/bsc-1/audit-1'],,,,,,,
1377,600,Value Liquid,0x49e833337ece7afe375e44f4e3e8481029218e5c,VALUE,https://valueliquid.io/#/swap,"Value Liquid is an automated market-maker built on Ethereum that allows anyone to create trading pools with flexible ratio pairs, add liquidity, and earn trading fees.",Ethereum,https://icons.llama.fi/value-liquid.jpg,2,,value-liquidity,7404,Dexes,['Ethereum'],valueliquid/index.js,value_defi,['Balancer'],,,value-liquid,0.14,{'Ethereum': 0.14},-0.1293182534192141,-1.8214457004637694,1.258370827920217,{},,,['https://valuedefi.io/audit'],,,,,parent#value-finance,,
1378,2368,Aptin Finance,,-,https://aptin.io,"Aptin is an algorithmic, decentralized protocol for lending and borrowing on Aptos. Aptin enables users to effortlessly lend, borrow, and earn interest within a global network.",Aptos,https://icons.llama.fi/aptin-finance.png,2,,,,Lending,['Aptos'],aptin-finance/index.js,AptinLabs,[],"['Switchboard', 'Pyth']",1671445831.0,aptin-finance,0.14,"{'Aptos-borrowed': 0.16, 'Aptos': 0.14, 'borrowed': 0.16}",-0.374241655707209,-2.0182258752255677,2.0276894585069556,{},,,['https://github.com/AptinLabs/audit-report/blob/main/aptin_audit_report.pdf'],,,,,,,
1379,967,Babylon Finance,0xf4dc48d260c93ad6a96c5ce563e70ca578987c74,BABL,https://www.babylon.finance,"Babylon is a community-led asset management protocol that enables users to invest in DeFi together. It's built on the Ethereum network and it's non-custodial, transparent, permission-less, and governed by the community. Babylonians can create investment communities (called 'Gardens') and invite people to deposit capital. Members participate in the garden by joining the telegram chat, suggesting investment Strategies and voting on Strategies. Members receive rewards based on their contributions.",Ethereum,https://icons.llama.fi/babylon-finance.jpg,2,,babylon-finance,14228,Indexes,['Ethereum'],babylon-finance/index.js,BabylonFinance,,,1638501613.0,babylon-finance,0.14,"{'Ethereum': 0.14, 'Ethereum-staking': 0.0, 'staking': 0.0}",-0.06745811755438069,-1.4474220550435604,0.4850360601731438,{},,,['https://github.com/babylon-finance/security/tree/main/audits'],,,,2.244149430315765,,,
1380,2019,BFly Finance,,-,https://fai.bfly.finance,Bfly is a lending platform based on algorithm-based stablecoin of the Starcoin chain.,Starcoin,https://icons.llama.fi/bfly-finance.png,0,,,,Lending,['Starcoin'],bfly.js,BflyFinance,[],[],1661433527.0,bfly-finance,0.14,{'Starcoin': 0.14},0.07375435696106081,-0.09990009990008275,0.0,{},,,,,,,,,,
1381,2267,Kava Boost,,-,https://app.kava.io/home,Kava Boost is a storage protocol that receives incentives for simply supplying.,Kava,https://icons.llama.fi/kava-boost.png,0,,,,Farm,['Kava'],kava-boost/index.js,KAVA_CHAIN,[],['Chainlink'],1668111919.0,kava-boost,0.14,{'Kava': 0.14},0.034632412485535724,-1.464173826433182,-0.6842076605071412,{},,,,,,,,,,
1382,630,Huckleberry AMM,moonriver:0x9A92B5EBf1F6F6f7d93696FCD44e5Cf75035A756,FINN,https://www.huckleberry.finance/,Huckleberry is a brand-new kind of community driven AMM crosschain DEX ,Multi-Chain,https://icons.llama.fi/huckleberry-amm.png,2,,,,Dexes,"['Moonriver', 'CLV']",huckleberry/index.js,HuckleberryDEX,['Uniswap V2'],,,huckleberry-amm,0.14,"{'Moonriver-staking': 0.04, 'Moonriver': 0.13, 'CLV': 0.01, 'staking': 0.04}",-0.013259283076777706,-2.741588271269265,0.907166040735703,{},,,['https://github.com/HuckleberryDex/huckleberry-contracts/blob/main/Smart%20contract%20security%20audit%20report-Huckleberry.pdf'],,,,41237.06139339996,parent#huckleberry,,
1383,402,Hunny Finance,bsc:0x565b72163f17849832A692A3c5928cc502f46D69,HUNNY,https://hunny.finance,"Hunny aims to provide users the easiest way to join the bandwagon of the DeFi world, built on top of PancakeSwap, giving you the tastiest CAKEs topped with HUNNY. We support the underlying DeFi technology and ecosystem to compound user yields through the Binance Smart Chain (BSC)",Binance,https://icons.llama.fi/hunny-finance.png,2,,pancake-hunny,10514,Yield,['Binance'],hunnyfinance/index.js,HunnyFinance,,,,hunny-finance,0.14,"{'Binance': 0.14, 'Binance-staking': 0.05, 'pool2': 0.3, 'Binance-pool2': 0.3, 'staking': 0.05}",-0.06649934967943238,-2.575641556338354,-0.845363672894635,{},,,['https://www.certik.org/projects/pancakehunny'],,,,51721.10519093642,,303564.40365803393,
1384,409,CafeSwap,bsc:0x790be81c3ca0e53974be2688cdb954732c9862e1,BREW,https://cafeswap.finance,"CafeSwap is a yield farming and staking platform on BSC Chain, We have chosen BSC because of its low tnx fees and faster speed. We have built this project to provide the best experience with farming while regulating the supply, We believe in partnerships hence we aim to bring all BSC DeFi ecosystems in one place to have a friendly ecosystem for all of us.",Multi-Chain,https://icons.llama.fi/cafeswap.png,2,,cafeswap-token,8481,Dexes,"['Binance', 'Polygon']",cafeswap/index.js,CafeSwapFinance,['Uniswap V2'],,,cafeswap,0.14,"{'Binance': 0.11, 'Binance-staking': 0.0, 'Polygon': 0.03, 'Polygon-staking': 0.0, 'staking': 0.0}",0.0048578978674669315,-1.4779018388975516,2.710378894570951,{},,,['https://docs.cafeswap.finance/audits'],,,,0.0,,,
1385,328,SteakBank Finance,bsc:0xbb53fcab7a3616c5be33b9c0af612f0462b01734,SBF,https://steakbank.finance/,Liquid staking for BNB,Binance,https://icons.llama.fi/steakbank-finance.jpg,2,,steakbank-finance,9953,Liquid Staking,['Binance'],steakbank/index.js,SteakBank,,,,steakbank-finance,0.14,{'Binance': 0.14},0.03255632243781292,-2.1651913647073684,-0.434219053791324,{},,,['https://docs.steakbank.finance/audits'],,,,,,,
