,id,symbol,name,image,current_price,market_cap,fully_diluted_valuation,total_volume,circulating_supply,total_supply,max_supply,ath,to_ATH_pct,Price_Change_24h,Price_Change_7d,Price_Change_30d,Price_Change_200d,Price_Change_1Y,market_cap_dominance,volume_dominance,mcap_vol_ratio,mcap_circ_ratio,id_protocols,name_protocols,symbol_protocols,gecko_id,chain,category,slug,tvl,change_1h,change_1d,change_7d,gecko_id_chains,tvl_chains,tokenSymbol,cmcId,name_chains,chainId,mcap_tvl_ratio_dapp,mcap_tvl_ratio_chain
155,kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,25.62,230.06,256.19,7.8,8980098.07,10000000.0,10000000.0,621.71,-95.88,-2.8,2.57,-16.51,4.75,-67.28,0.02,0.01,29.49,0.9,,,,,,,,,,,,,,,,,,,
156,icon,icx,ICON,https://assets.coingecko.com/coins/images/1060/large/icon-icx-logo.png?1547035003,0.2398,229.98,,7.68,958629509.29,968262536.03,,13.16,-98.18,-3.81,-1.96,-14.21,49.44,-40.07,0.02,0.01,29.95,0.99,,,,,,,,,,,,icon,28.68,ICX,2099,Icon,,,8.02
157,escoin-token,elg,Escoin,https://assets.coingecko.com/coins/images/13566/large/escoin-200.png?1609833886,2.85,228.75,,0.42,0.0,250000000.0,,3.61,-20.92,0.54,1.52,1.22,-10.27,-5.2,0.02,0.0,544.64,0.0,,,,,,,,,,,,,,,,,,,
158,convex-crv,cvxcrv,Convex CRV,https://assets.coingecko.com/coins/images/15586/large/convex-crv.png?1621255952,0.7714,225.64,,0.16,292303431.54,292303431.54,,6.48,-88.09,-4.27,-3.98,-5.03,29.16,-42.27,0.02,0.0,1410.25,1.0,,,,,,,,,,,,,,,,,,,
159,bitcoin-gold,btg,Bitcoin Gold,https://assets.coingecko.com/coins/images/1043/large/bitcoin-gold-logo.png?1547034978,12.79,223.98,,1.9,17513924.0,21000000.0,,456.25,-97.2,-2.79,-0.54,-11.76,-16.68,-45.64,0.02,0.0,117.88,0.83,,,,,,,,,,,,,,,,,,,
160,stepn,gmt,STEPN,https://assets.coingecko.com/coins/images/23597/large/gmt.png?1644658792,0.2545,220.13,1526.1,33.7,865446841.17,5495346851.17,6000000000.0,4.11,-93.81,-4.62,-9.09,-21.67,-33.54,-78.68,0.02,0.06,6.53,0.16,,,,,,,,,,,,,,,,,,,
161,tether-eurt,eurt,Euro Tether,https://assets.coingecko.com/coins/images/17385/large/Tether_new.png?1683650223,1.07,219.68,426.56,1.51,205998829.98,400000050.0,400000050.0,1.31,-18.39,-0.72,-0.89,-3.25,4.9,-0.92,0.02,0.0,145.48,0.51,,,,,,,,,,,,,,,,,,,
162,beldex,bdx,Beldex,https://assets.coingecko.com/coins/images/5111/large/Beldex.png?1559189036,0.0412,219.47,408.52,3.03,5328173359.73,9917773253.54,,137242055.0,-100.0,-0.9,-3.18,-18.84,-9.04,-48.24,0.02,0.01,72.43,0.54,,,,,,,,,,,,,,,,,,,
163,balancer,bal,Balancer,https://assets.coingecko.com/coins/images/11683/large/Balancer.png?1592792958,5.21,215.32,501.13,2.86,41312080.59,57282800.07,96150704.0,74.45,-93.0,-3.51,-3.47,-12.02,-2.59,-32.48,0.02,0.01,75.29,0.72,,,,,,,,,,,,,,,,,,,
164,yearn-finance,yfi,yearn.finance,https://assets.coingecko.com/coins/images/11849/large/yearn-finance-yfi.png?1676174746,6517.76,214.78,238.79,13.37,32979.31,36666.0,36666.0,90787.0,-92.82,-1.74,-1.4,-20.18,9.43,-19.82,0.02,0.02,16.06,0.9,113,Yearn Finance,YFI,yearn-finance,Multi-Chain,Yield Aggregator,yearn-finance,449.92,0.15009050724223982,-1.614364022375014,1.776642435288096,,,,,,,0.48,
165,astar,astr,Astar,https://assets.coingecko.com/coins/images/22617/large/astr.png?1642314057,0.0484,214.4,384.78,4.77,4431568388.0,7953243841.0,,0.421574,-88.52,-4.04,-5.68,-21.82,33.45,-24.13,0.02,0.01,44.95,0.56,,,,,,,,,,,,astar,41.45,ASTR,12885,Astar,592,,5.17
166,jasmycoin,jasmy,JasmyCoin,https://assets.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1612473259,0.004478,213.05,223.93,28.88,47569999999.31,50000000000.0,50000000000.0,4.79,-99.91,-5.16,-5.12,-30.09,18.31,-66.13,0.02,0.05,7.38,0.95,,,,,,,,,,,,,,,,,,,
167,iotex,iotx,IoTeX,https://assets.coingecko.com/coins/images/3334/large/iotex-logo.png?1547037941,0.0223,211.12,212.22,7.42,9446990260.0,9496266827.32,9496266827.32,0.255593,-91.26,-4.95,-1.77,-10.0,-8.71,-44.59,0.02,0.01,28.45,0.99,,,,,,,,,,,,iotex,18.65,IOTX,2777,IoTeX,4689,,11.32
168,ethereum-pow-iou,ethw,EthereumPoW,https://assets.coingecko.com/coins/images/26997/large/logo-clear.png?1661311105,1.95,210.54,210.54,11.38,107818943.05,107818717.05,,58.54,-96.65,-4.54,-3.74,-31.32,-52.77,,0.02,0.02,18.5,1.0,,,,,,,,,,,,ethereum-pow-iou,0.29,ETHW,21296,EthereumPoW,,,726.0
169,ankr,ankr,Ankr Network,https://assets.coingecko.com/coins/images/4324/large/U85xTl2.png?1608111978,0.0254,207.17,253.8,22.15,8162899377.79,10000000000.0,10000000000.0,0.213513,-88.11,-4.99,0.91,-16.94,20.53,-35.0,0.02,0.04,9.35,0.82,278,Ankr,ANKR,ankr,Multi-Chain,Liquid Staking,ankr,154.93,-0.06353923828214647,-2.4723924941373525,0.9630059294924393,,,,,,,1.34,
170,wemix-token,wemix,WEMIX,https://assets.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1666768971,0.8143,205.4,786.77,2.99,252224975.23,966106383.74,,24.71,-96.7,-3.08,4.26,-34.71,-48.6,-81.96,0.02,0.01,68.7,0.26,,,,,,,,,,,,wemix-token,14.4,WEMIX,7548,WEMIX,,,14.26
171,olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1628311611,10.45,204.09,279.53,0.47,19498930.44,26705484.66,26705484.66,1415.26,-99.26,-0.84,0.59,0.62,10.59,-48.57,0.02,0.0,434.23,0.73,340,Olympus DAO,OHM,olympus,Ethereum,Reserve Currency,olympus-dao,0.0,,,,,,,,,,,
172,golem,glm,Golem,https://assets.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1606392013,0.2039,204.01,,1.76,1000000000.0,1000000000.0,,1.32,-84.59,-3.47,-3.35,-12.09,-1.78,-26.08,0.02,0.0,115.91,1.0,,,,,,,,,,,,,,,,,,,
173,just,jst,JUST,https://assets.coingecko.com/coins/images/11095/large/JUST.jpg?1588175394,0.0228,202.69,225.41,6.15,8902080000.0,9900000000.0,9900000000.0,0.193254,-88.21,-2.61,-3.73,-11.71,0.92,-47.52,0.02,0.01,32.96,0.9,494,JustLend,JST,just,Tron,Lending,justlend,3676.95,-0.09042728417139756,-2.744371230271213,-0.7313307137272034,,,,,,,0.06,
174,magic,magic,Magic,https://assets.coingecko.com/coins/images/18623/large/magic.png?1656052146,0.9381,202.3,326.17,40.15,215665393.34,339645510.32,347714007.0,6.32,-85.16,-10.67,3.98,-16.44,250.22,93.35,0.02,0.07,5.04,0.63,1350,TreasureDAO,MAGIC,magic,Arbitrum,Yield,treasuredao,0.0,,,,,,,,,,,
175,ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1583481820,0.2239,198.19,,9.99,885082857.0,1000000000.0,,10.92,-97.95,-4.68,-5.77,-4.39,29.53,-23.07,0.02,0.02,19.84,0.89,,,,,,,,,,,,ontology,14.43,ONT,2566,Ontology,,,13.73
176,helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,1.35,194.94,302.02,64.96,143934820.83,223000000.0,223000000.0,54.88,-97.53,-4.1,-7.52,-23.15,-47.59,-85.24,0.02,0.12,3.0,0.65,,,,,,,,,,,,,,,,,,,
177,dao-maker,dao,DAO Maker,https://assets.coingecko.com/coins/images/13915/large/4.png?1612838831,1.13,189.56,314.83,1.57,167102000.0,277524000.0,277524000.0,8.71,-86.97,-5.97,-10.13,-27.01,5.5,-48.0,0.02,0.0,120.74,0.6,,,,,,,,,,,,,,,,,,,
178,0x,zrx,0x Protocol,https://assets.coingecko.com/coins/images/863/large/0x.png?1547034672,0.2207,187.02,220.67,10.87,847496054.81,1000000000.0,1000000000.0,2.5,-91.17,-3.71,-1.6,-12.92,22.38,-47.56,0.02,0.02,17.21,0.85,,,,,,,,,,,,,,,,,,,
179,edu-coin,edu,Open Campus,https://assets.coingecko.com/coins/images/29948/large/EDU_Logo.png?1682327357,1.12,185.82,1118.08,84.49,166197916.67,1000000000.0,,1.67,-33.03,-8.05,0.77,-7.67,,,0.02,0.15,2.2,0.17,,,,,,,,,,,,,,,,,,,
180,bone-shibaswap,bone,Bone ShibaSwap,https://assets.coingecko.com/coins/images/16916/large/bone_icon.png?1625625505,0.8032,184.54,200.65,3.2,229923350.62,230003022.82,250000000.0,15.5,-94.81,-4.38,5.83,-15.67,16.38,118.07,0.02,0.01,57.67,1.0,397,ShibaSwap,BONE,bone-shibaswap,Ethereum,Dexes,shibaswap,25.09,-0.28510498632734027,-3.1329493746140145,0.8437738081926653,,,,,,,7.36,
181,moonbeam,glmr,Moonbeam,https://assets.coingecko.com/coins/images/22459/large/glmr.png?1641880985,0.2774,179.0,296.83,3.61,645034155.0,1069630433.0,,19.5,-98.58,-3.7,0.81,-18.92,-23.96,-79.58,0.02,0.01,49.58,0.6,2788,Moonbeam,GLMR,moonbeam,Moonbeam,Chain,moonbeam,0.0,,,,moonbeam,54.6,GLMR,6836,Moonbeam,1284,,3.28
182,ordinals,ordi,ORDI,https://assets.coingecko.com/coins/images/30162/large/ordi.png?1683527689,8.52,178.79,,39.86,21000000.0,21000000.0,,28.52,-70.31,-10.18,-0.61,,,,0.02,0.07,4.49,1.0,,,,,,,,,,,,,,,,,,,
183,harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.0144,176.7,188.91,18.79,12305426115.0,13156044839.79,13156044839.79,0.37902,-96.21,-7.63,-8.51,-25.22,-1.39,-68.9,0.02,0.03,9.4,0.94,,,,,,,,,,,,harmony,4.12,ONE,3945,Harmony,1666600000,,42.89
184,wax,waxp,WAX,https://assets.coingecko.com/coins/images/1372/large/WAX_Coin_Tickers_P_512px.png?1602812260,0.0529,175.11,199.43,2.84,3310466799.77,3770303327.0,3770303327.0,2.77,-98.09,-4.06,-3.83,-19.39,-7.5,-58.13,0.01,0.01,61.66,0.88,,,,,,,,,,,,wax,0.57,WAXP,2300,Wax,,,307.21
185,band-protocol,band,Band Protocol,https://assets.coingecko.com/coins/images/9545/large/Band_token_blue_violet_token.png?1625881431,1.38,174.4,186.56,8.12,126125913.25,134925819.33,,22.83,-93.94,-4.49,-4.03,-17.53,-38.96,-21.38,0.01,0.01,21.48,0.93,,,,,,,,,,,,,,,,,,,
186,kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/djLWD6mR_400x400.jpg?1591080616,0.7384,171.21,737.51,7.54,232143187.99,1000000000.0,1000000000.0,27.64,-97.33,-2.73,-4.72,-17.92,-24.59,-67.46,0.01,0.01,22.71,0.23,,,,,,,,,,,,kadena,1.54,KDA,5647,Kadena,,,111.18
187,alchemix-usd,alusd,Alchemix USD,https://assets.coingecko.com/coins/images/14114/large/Alchemix_USD.png?1614410406,0.99,170.99,,0.01,171719805.6,171719805.6,,2.13,-53.25,-0.1,-0.58,-0.3,-0.25,-0.63,0.01,0.0,17099.0,1.0,,,,,,,,,,,,,,,,,,,
188,waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,1.71,170.78,170.78,26.55,100000000.0,100000000.0,,61.3,-97.21,-4.11,-14.97,-9.55,-24.9,-81.44,0.01,0.05,6.43,1.0,,,,,,,,,,,,waves,53.87,WAVES,1274,Waves,,,3.17
189,iostoken,iost,IOST,https://assets.coingecko.com/coins/images/2523/large/IOST.png?1557555183,0.009102,170.38,819.64,11.97,18708894189.0,18708894189.0,90000000000.0,0.129829,-92.99,-6.07,-0.84,-12.63,6.24,-49.93,0.01,0.02,14.23,1.0,,,,,,,,,,,,,,,,,,,
190,gains-farm,gfarm2,Gains Farm,https://assets.coingecko.com/coins/images/13703/large/gfarm_v2.png?1611035398,4739.85,169.84,169.84,0.0,35833.0,35833.0,35833.0,11444.33,-58.58,,-3.33,-20.19,49.9,523.89,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,,
191,ssv-network,ssv,SSV Network,https://assets.coingecko.com/coins/images/19155/large/ssv.png?1638181902,23.69,167.98,262.6,23.4,7085672.65,11076871.0,,49.52,-52.14,-7.25,0.48,-7.48,211.43,217.74,0.01,0.04,7.18,0.64,,,,,,,,,,,,,,,,,,,
192,ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.000615,166.82,461.56,0.64,271074249976.9,311779262994.49,750000000000.0,0.01343572,-95.42,-2.18,0.37,-7.01,-40.09,-61.17,0.01,0.0,260.66,0.87,,,,,,,,,,,,,,,,,,,
193,sushi,sushi,Sushi,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,0.8378,161.67,209.65,19.78,192789255.86,248921059.94,250000000.0,23.38,-96.41,-5.01,-4.33,-17.39,-27.64,-49.84,0.01,0.04,8.17,0.77,119,SushiSwap,SUSHI,sushi,Multi-Chain,Dexes,sushiswap,389.39,-0.16490414367336825,,-0.25372310355271566,,,,,,,0.42,
194,siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1548386465,0.003139,161.67,,2.11,51477015000.0,,,0.092868,-96.62,-4.61,-3.29,-19.17,24.39,-45.38,0.01,0.0,76.62,,,,,,,,,,,,,,,,,,,,
195,zelcash,flux,Flux,https://assets.coingecko.com/coins/images/5163/large/Flux_symbol_blue-white.png?1617192144,0.5408,160.86,,83.25,297044010.1,440000000.0,,3.33,-83.72,3.49,9.5,-8.16,17.82,-24.71,0.01,0.15,1.93,0.68,,,,,,,,,,,,,,,,,,,
196,astrafer,astrafer,Astrafer,https://assets.coingecko.com/coins/images/26246/large/ATSRA_Token.png?1657276411,1.02,160.52,910.56,0.01,156553960.9,888077888.0,888077888.0,4.88,-78.98,-3.41,-0.64,-23.41,-55.13,,0.01,0.0,16052.0,0.18,,,,,,,,,,,,,,,,,,,
197,ocean-protocol,ocean,Ocean Protocol,https://assets.coingecko.com/coins/images/3687/large/ocean-protocol-logo.jpg?1547038686,0.3657,158.61,515.28,93.9,434026836.77,1410000000.0,1410000000.0,1.93,-81.06,-4.88,9.56,1.51,170.79,48.71,0.01,0.17,1.69,0.31,,,,,,,,,,,,,,,,,,,
198,akash-network,akt,Akash Network,https://assets.coingecko.com/coins/images/12785/large/akash-logo.png?1615447676,0.7281,157.57,286.75,3.87,213505703.97,213505559.97,388539008.0,8.07,-90.96,20.47,104.77,182.0,210.15,68.07,0.01,0.01,40.72,1.0,,,,,,,,,,,,,,,,,,,
199,lukso-token,lyxe,LUKSO,https://assets.coingecko.com/coins/images/11423/large/1_QAHTciwVhD7SqVmfRW70Pw.png?1590110612,10.07,156.85,1007.03,1.09,15575915.71,100000000.0,100000000.0,41.18,-75.53,-6.0,-9.81,-26.86,80.3,105.97,0.01,0.0,143.9,0.16,,,,,,,,,,,,,,,,,,,
200,biconomy,bico,Biconomy,https://assets.coingecko.com/coins/images/21061/large/biconomy_logo.jpg?1638269749,0.2813,153.6,280.77,1.44,547081670.68,1000000000.0,1000000000.0,21.45,-98.69,-4.65,-1.48,-21.89,-13.6,-61.23,0.01,0.0,106.67,0.55,,,,,,,,,,,,,,,,,,,
201,bitcoin-avalanche-bridged-btc-b,btc.b,Bitcoin Avalanche Bridged (BTC.b),https://assets.coingecko.com/coins/images/26115/large/btcb.png?1655921693,27001.0,152.66,,7.41,5652.8,5652.8,,42442.0,-36.06,-3.62,1.1,-5.41,60.43,,0.01,0.01,20.6,1.0,,,,,,,,,,,,,,,,,,,
202,bora,bora,BORA,https://assets.coingecko.com/coins/images/7646/large/mqFw8hxm_400x400.jpeg?1656657343,0.1529,151.93,184.35,1.46,993750000.0,1205750000.0,1205750000.0,1.61,-90.5,-2.74,-1.79,-10.97,-10.61,-66.51,0.01,0.0,104.06,0.82,,,,,,,,,,,,,,,,,,,
203,cyberharbor,cht,CyberHarbor,https://assets.coingecko.com/coins/images/29509/large/logo_4x.png?1682393133,4.6,150.95,4597.04,0.83,32837000.0,1000000000.0,1000000000.0,4.83,-4.79,-3.28,71.98,300.75,,,0.01,0.0,181.87,0.03,,,,,,,,,,,,,,,,,,,
204,safepal,sfp,SafePal,https://assets.coingecko.com/coins/images/13905/large/sfp.png?1660381192,0.4076,150.74,203.81,3.08,369791669.0,500000000.0,500000000.0,4.19,-90.26,-0.59,-0.59,-5.11,38.27,-6.96,0.01,0.01,48.94,0.74,,,,,,,,,,,,,,,,,,,
205,skale,skl,SKALE,https://assets.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1606789574,0.0325,146.53,227.47,9.29,4509352671.0,5056628541.49,7000000000.0,1.22,-97.33,-4.05,-0.86,-13.38,21.06,-53.77,0.01,0.02,15.77,0.89,,,,,,,,,,,,,,,,,,,
206,gains-network,gns,Gains Network,https://assets.coingecko.com/coins/images/19737/large/logo.png?1635909203,4.81,146.25,146.25,7.21,30428052.0,30428052.0,30428052.0,12.48,-61.45,-6.3,2.06,-16.44,53.59,553.3,0.01,0.01,20.28,1.0,1018,Gains Network,GNS,gains-network,Multi-Chain,Derivatives,gains-network,57.03,-0.01579149303644556,-1.6594045057173048,-0.6309856238373186,,,,,,,2.56,
207,reserve-rights-token,rsr,Reserve Rights,https://assets.coingecko.com/coins/images/8365/large/rsr.png?1637983320,0.00289,146.23,289.0,26.69,50600000000.0,100000000000.0,100000000000.0,0.117424,-97.54,-7.66,-1.45,-22.36,-29.4,-59.87,0.01,0.05,5.48,0.51,626,Reserve,RSR,reserve-rights-token,Ethereum,CDP,reserve,15.68,0.0576162793653765,4.411729566122887,6.745472193925096,,,,,,,9.33,
208,seth2,seth2,sETH2,https://assets.coingecko.com/coins/images/16569/large/emerald256.png?1624494960,1849.71,145.29,,0.41,78478.97,78478.97,,4821.87,-61.6,-2.68,2.6,0.91,48.1,-6.13,0.01,0.0,354.37,1.0,,,,,,,,,,,,,,,,,,,
209,amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.002562,143.59,254.41,6.76,56127938240.44,99446043447.16,99446043447.16,0.120813,-97.88,-1.02,-5.27,-25.38,-32.21,-79.07,0.01,0.01,21.24,0.56,143,Flexa,AMP,amp-token,Ethereum,Payments,flexa,59.37,-0.5998146661858783,-1.0258200197894638,-4.934232980984035,,,,,,,2.42,
210,aragon,ant,Aragon,https://assets.coingecko.com/coins/images/681/large/JelZ58cv_400x400.png?1601449653,3.46,138.79,156.35,7.01,40029851.93,43166685.0,45094973.0,14.64,-76.32,-3.23,-3.24,10.41,93.72,73.94,0.01,0.01,19.8,0.93,2501,Aragon,ANT,aragon,Ethereum,Services,aragon,0.0,,,,,,,,,,,
211,tomochain,tomo,TomoChain,https://assets.coingecko.com/coins/images/3416/large/Asset_59_2x.png?1582948925,1.42,137.05,,25.34,96418388.5,100000000.0,,3.88,-63.24,-3.89,9.45,62.49,392.45,117.44,0.01,0.05,5.41,0.96,,,,,,,,,,,,tomochain,0.57,TOMO,2570,TomoChain,88,,240.44
212,safemoon-2,sfm,SafeMoon,https://assets.coingecko.com/coins/images/21863/large/photo_2021-12-22_14.43.36.jpeg?1640155440,0.00024,137.03,,1.01,558854113552.0,1000000000000.0,,0.00338272,-92.91,0.33,2.83,41.53,-24.05,-68.54,0.01,0.0,135.67,0.56,,,,,,,,,,,,,,,,,,,
213,livepeer,lpt,Livepeer,https://assets.coingecko.com/coins/images/7137/large/logo-circle-green.png?1619593365,4.89,136.8,136.8,5.08,28010430.93,28010430.93,28010430.93,99.03,-95.07,-4.3,-4.97,-10.59,-30.14,-63.09,0.01,0.01,26.93,1.0,,,,,,,,,,,,,,,,,,,
214,bitkub-coin,kub,Bitkub Coin,https://assets.coingecko.com/coins/images/15760/large/KUB.png?1621825161,1.52,136.48,168.97,0.35,88850000.0,110000000.0,110000000.0,17.24,-91.19,-2.29,0.5,-9.2,0.93,-54.04,0.01,0.0,389.94,0.81,,,,,,,,,,,,,,,,,,,
215,uma,uma,UMA,https://assets.coingecko.com/coins/images/10951/large/UMA.png?1586307916,1.91,135.97,216.83,5.1,71294724.67,113690885.09,113690885.09,41.56,-95.41,-4.48,-4.83,-2.57,2.42,-42.47,0.01,0.01,26.66,0.63,,,,,,,,,,,,,,,,,,,
216,alchemy-pay,ach,Alchemy Pay,https://assets.coingecko.com/coins/images/12390/large/ACH_%281%29.png?1599691266,0.0274,135.74,274.57,39.72,4943691067.15,10000000000.0,10000000000.0,0.198666,-86.18,-7.01,0.57,-10.88,183.6,53.3,0.01,0.07,3.42,0.49,,,,,,,,,,,,,,,,,,,
217,joe,joe,JOE,https://assets.coingecko.com/coins/images/17569/large/joe_200x200.png?1628497750,0.3954,134.89,198.27,45.31,340181637.78,476437634.36,500000000.0,5.09,-92.21,-11.94,11.37,-13.24,163.04,10.33,0.01,0.08,2.98,0.71,,,,,,,,,,,,,,,,,,,
218,stargate-finance,stg,Stargate Finance,https://assets.coingecko.com/coins/images/24413/large/STG_LOGO.png?1647654518,0.6703,134.58,671.06,27.02,200550563.53,1000000000.0,1000000000.0,4.14,-83.8,-6.72,8.53,-12.53,75.7,21.6,0.01,0.05,4.98,0.2,1571,Stargate,STG,stargate-finance,Multi-Chain,Cross Chain,stargate,421.92,-0.030601703622551213,-0.3386653121715426,-2.3937231366640788,,,,,,,0.32,
219,aelf,elf,aelf,https://assets.coingecko.com/coins/images/1371/large/aelf-logo.png?1547035397,0.288,132.81,,3.95,461329999.0,879999999.99,,2.6,-88.95,-1.67,1.2,1.42,159.17,77.19,0.01,0.01,33.62,0.52,,,,,,,,,,,,,,,,,,,
220,wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,https://assets.coingecko.com/coins/images/30061/large/wbeth-icon.png?1683001548,1870.23,132.66,132.66,0.41,70938.0,70938.0,,2019.71,-7.31,-2.48,2.83,,,,0.01,0.0,323.56,1.0,,,,,,,,,,,,,,,,,,,
221,stasis-eurs,eurs,STASIS EURO,https://assets.coingecko.com/coins/images/5164/large/EURS_300x300.png?1550571779,1.07,132.63,132.63,5.23,124125940.0,124125940.0,124125940.0,1.79,-40.4,-0.28,1.07,-2.94,5.42,0.02,0.01,0.01,25.36,1.0,,,,,,,,,,,,,,,,,,,
222,cartesi,ctsi,Cartesi,https://assets.coingecko.com/coins/images/11038/large/cartesi.png?1592288021,0.1779,132.39,178.67,37.18,740991776.06,1000000000.0,1000000000.0,1.74,-89.77,-10.33,1.67,-25.56,66.7,-13.17,0.01,0.07,3.56,0.74,,,,,,,,,,,,,,,,,,,
223,terrausd,ustc,TerraClassicUSD,https://assets.coingecko.com/coins/images/12681/large/UST.png?1653548090,0.0134,131.57,,4.1,9796567876.63,9800292120.52,,1.092,-98.77,-4.88,-5.7,-32.94,-41.86,-61.77,0.01,0.01,32.09,1.0,,,,,,,,,,,,,,,,,,,
224,space-id,id,SPACE ID,https://assets.coingecko.com/coins/images/29468/large/sid_token_logo_%28green2%29.png?1679454702,0.4591,131.34,918.47,42.25,286000000.0,2000000000.0,2000000000.0,1.034,-55.5,-6.84,-0.61,-24.84,,,0.01,0.08,3.11,0.14,,,,,,,,,,,,,,,,,,,
225,tribe-2,tribe,Tribe,https://assets.coingecko.com/coins/images/14575/large/tribe.PNG?1617487954,0.2875,130.96,287.82,0.06,455015530.8,1000000000.0,1000000000.0,2.45,-88.25,-0.78,2.67,-3.25,33.7,19.04,0.01,0.0,2182.67,0.46,255,Fei Protocol,TRIBE,tribe-2,Ethereum,Algo-Stables,fei-protocol,0.0,0.05188303000561234,-1.4703559311563765,2.1510605746168068,,,,,,,,
226,blox,cdt,Blox,https://assets.coingecko.com/coins/images/1231/large/Blox_Staking_Logo_2.png?1609117544,0.1927,129.28,,0.13,674579184.17,1000000000.0,,0.502216,-61.84,-2.65,-13.78,-2.53,133.94,192.83,0.01,0.0,994.46,0.67,,,,,,,,,,,,,,,,,,,
227,bilira,tryb,BiLira,https://assets.coingecko.com/coins/images/10119/large/JBs9jiXO_400x400.jpg?1642668342,0.0459,128.18,,0.0,2793132390.91,2793132390.91,,0.172011,-73.32,-4.21,-3.03,-4.37,-10.94,-24.64,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,,
228,hive,hive,Hive,https://assets.coingecko.com/coins/images/10840/large/logo_transparent_4x.png?1584623184,0.3433,127.27,,1.6,371261453.71,,,3.41,-89.92,-3.5,-3.64,-14.46,-3.04,-36.8,0.01,0.0,79.54,,,,,,,,,,,,,,,,,,,,
229,axelar,axl,Axelar,https://assets.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1663121730,0.4467,123.59,475.93,1.8,276315402.75,1064064717.54,,1.15,-61.17,-1.92,-1.87,-12.44,-34.31,,0.01,0.0,68.66,0.26,2237,Axelar,AXL,axelar,Multi-Chain,Bridge,axelar,57.09,0.3192284873837963,-2.5506635754003497,-11.514817655948534,,,,,,,2.16,
230,digibyte,dgb,DigiByte,https://assets.coingecko.com/coins/images/63/large/digibyte.png?1547033717,0.007539,122.69,,1.49,16264004585.01,21000000000.0,,0.178084,-95.76,-4.7,-2.0,-17.93,7.08,-40.01,0.01,0.0,82.34,0.77,,,,,,,,,,,,,,,,,,,
231,swissborg,chsb,SwissBorg,https://assets.coingecko.com/coins/images/2117/large/YJUrRy7r_400x400.png?1589794215,0.1287,122.64,,0.23,951754603.47,1000000000.0,,1.64,-92.14,-0.19,-6.18,-25.22,-45.86,-56.66,0.01,0.0,533.22,0.95,,,,,,,,,,,,,,,,,,,
232,synapse-2,syn,Synapse,https://assets.coingecko.com/coins/images/18024/large/synapse_social_icon.png?1663921797,0.6167,117.34,154.3,8.32,190117588.88,184907850.0,250000000.0,4.92,-87.45,-6.74,-1.47,-21.98,3.42,-54.65,0.01,0.02,14.1,1.03,657,Synapse,SYN,synapse-2,Multi-Chain,Bridge,synapse,189.14,-0.27683634317685346,-1.9035161609911881,-1.2497112796954752,,,,,,,0.62,
233,lisk,lsk,Lisk,https://assets.coingecko.com/coins/images/385/large/Lisk_Symbol_-_Blue.png?1573444104,0.8056,116.87,,1.13,144818773.0,,,34.92,-97.69,-4.0,-2.19,-14.7,3.84,-38.23,0.01,0.0,103.42,,,,,,,,,,,,,,,,,,,,
234,nervos-network,ckb,Nervos Network,https://assets.coingecko.com/coins/images/9566/large/Nervos_White.png?1608280856,0.003495,116.64,,8.12,33340636263.03,,,0.04370633,-91.99,-6.13,-2.67,-10.87,34.13,-25.81,0.01,0.01,14.36,,,,,,,,,,,,,,,,,,,,
235,compound-usdt,cusdt,cUSDT,https://assets.coingecko.com/coins/images/11621/large/cUSDT.png?1592113270,0.015,114.82,,0.0,7679995740.23,7679995740.23,,0.02468599,-39.43,,24.14,3.04,-32.11,-31.32,0.01,0.0,,1.0,,,,,,,,,,,,,,,,,,,
236,dogelon-mars,elon,Dogelon Mars,https://assets.coingecko.com/coins/images/14962/large/6GxcPRo3_400x400.jpg?1619157413,0.0,114.61,208.51,1.15,549649971723242.3,1000000000000000.0,1000000000000000.0,2.59e-06,-91.96,-3.84,4.13,-17.3,-38.48,-56.49,0.01,0.0,99.66,0.55,,,,,,,,,,,,,,,,,,,
